
-0.01,-0.10,0.09,3
0.00,-0.13,0.00,3
0.00,-0.10,0.07,3
-0.01,-0.12,0.12,3
0.00,-0.12,0.07,3
0.00,-0.11,0.11,3
0.00,-0.12,0.06,3
0.00,-0.12,0.04,3
-0.01,-0.12,0.07,3
0.00,-0.14,0.00,3
0.00,-0.10,0.07,3
0.00,-0.14,0.14,3
-0.01,-0.16,0.05,3
0.01,-0.13,0.08,3
0.00,-0.12,0.00,3
0.00,-0.13,0.00,3
-0.01,-0.11,0.12,3
0.00,-0.13,-0.01,3
0.00,-0.10,0.07,3
-0.02,-0.12,0.08,3
-0.02,-0.14,0.07,3
-0.01,-0.13,0.10,3
0.00,-0.11,0.02,3
-0.01,-0.11,0.07,3
0.00,-0.12,0.10,3
0.01,-0.12,0.08,3
-0.01,-0.10,0.11,3
-0.03,-0.12,0.00,3
-0.01,-0.14,0.04,3
0.00,-0.13,0.12,3
-0.01,-0.12,0.01,3
0.00,-0.09,0.09,3
-0.01,-0.09,0.13,3
-0.01,-0.09,0.08,3
-0.02,-0.09,0.13,3
-0.03,-0.09,0.00,3
-0.01,-0.09,0.11,3
-0.02,-0.07,0.11,3
-0.02,-0.08,0.07,3
-0.03,-0.08,0.15,3
-0.01,-0.07,0.00,3
-0.02,-0.10,0.09,3
-0.02,-0.10,0.08,3
-0.03,-0.09,0.06,3
-0.01,-0.09,0.10,3
-0.01,-0.08,0.03,3
-0.01,-0.06,0.12,3
-0.02,-0.08,0.13,3
-0.01,-0.08,0.07,3
-0.04,-0.07,0.14,3
-0.04,-0.10,0.03,3
-0.02,-0.10,0.05,3
-0.02,-0.10,0.12,3
-0.01,-0.11,0.03,3
-0.01,-0.06,0.09,3
-0.02,-0.09,0.04,3
-0.04,-0.09,0.04,3
-0.03,-0.09,0.12,3
-0.02,-0.08,0.02,3
-0.01,-0.11,0.09,3
-0.01,-0.08,0.13,3
-0.02,-0.10,0.09,3
-0.01,-0.10,0.11,3
-0.01,-0.10,0.03,3
-0.03,-0.08,0.09,3
-0.02,-0.09,0.13,3
0.00,-0.10,0.09,3
-0.03,-0.10,0.12,3
-0.05,-0.08,0.02,3
-0.03,-0.07,0.11,3
-0.03,-0.06,0.08,3
-0.03,-0.05,0.07,3
-0.02,-0.05,0.15,3
-0.01,-0.06,0.05,3
-0.02,-0.05,0.10,3
-0.04,-0.05,0.16,3
-0.04,-0.02,0.10,3
-0.03,-0.08,0.17,3
0.00,-0.05,0.12,3
0.00,-0.09,0.07,3
-0.03,-0.05,0.15,3
-0.03,-0.10,0.07,3
-0.03,-0.10,0.12,3
0.00,-0.10,0.07,3
-0.03,-0.10,0.06,3
-0.02,-0.11,0.13,3
-0.02,-0.13,0.07,3
-0.02,-0.14,0.12,3
-0.02,-0.12,0.16,3
-0.03,-0.14,0.08,3
-0.03,-0.12,0.15,3
-0.03,-0.12,0.06,3
-0.01,-0.11,0.10,3
-0.04,-0.15,0.12,3
-0.03,-0.13,0.10,3
-0.06,-0.13,0.16,3
-0.03,-0.13,0.05,3
-0.01,-0.12,0.15,3
-0.03,-0.11,0.16,3
-0.03,-0.13,0.05,3
-0.06,-0.12,0.11,3
-0.04,-0.13,0.13,3
-0.01,-0.13,0.08,3
-0.01,-0.15,0.14,3
-0.02,-0.13,0.01,3
0.00,-0.12,0.08,3
0.08,-0.10,0.13,3
0.10,-0.02,0.07,3
0.05,0.30,0.50,3
0.27,0.20,0.15,3
0.28,0.05,0.18,3
0.18,-0.02,0.52,3
0.99,-1.06,-0.15,3
-0.14,-2.47,1.20,3
-1.46,-1.92,2.99,3
0.07,-0.62,0.65,3
-0.50,-0.52,0.73,3
-0.01,0.37,0.81,3
-0.11,-1.58,0.41,3
-0.12,0.24,-0.44,3
1.60,0.33,-1.83,3
0.52,-0.23,-1.82,3
-0.74,-5.46,5.29,3
0.09,1.22,2.57,3
-1.57,-0.05,-0.03,3
0.52,0.88,-0.10,3
0.60,1.80,-1.06,3
-1.55,0.10,0.66,3
2.11,1.18,1.73,3
4.86,5.24,5.07,3
-1.21,1.44,0.88,3
-1.17,2.33,2.30,3
-0.20,-0.84,-0.75,3
2.98,1.46,-0.93,3
1.61,1.81,0.81,3
-0.78,-2.58,-5.58,3
-0.39,0.96,1.05,3
-0.54,2.36,0.57,3
0.08,-0.38,1.70,3
0.96,1.84,-0.32,3
0.84,2.61,0.32,3
0.27,-0.38,-0.95,3
-0.30,-1.17,0.68,3
0.66,0.94,0.45,3
0.11,-0.58,-0.22,3
-0.38,-0.64,-0.02,3
0.14,0.29,-0.46,3
0.26,0.54,-0.01,3
0.54,0.80,-0.05,3
-0.70,-1.75,1.08,3
-0.87,-2.15,-0.31,3
0.20,-0.65,0.53,3
0.70,-0.52,-0.18,3
0.43,-0.11,-0.67,3
0.24,-0.45,-0.14,3
0.37,-0.40,-0.14,3
0.59,-0.49,-0.48,3
0.35,-0.38,0.03,3
0.57,-0.38,-0.16,3
0.28,-0.48,-0.45,3
0.10,-0.40,-0.17,3
-0.04,-0.59,0.25,3
0.15,-0.60,-0.13,3
0.55,-0.27,-0.46,3
0.31,-0.32,-0.18,3
0.15,-0.69,0.54,3
0.18,-0.74,0.02,3
0.19,-0.49,0.27,3
0.25,0.11,-0.15,3
0.06,-0.09,-0.31,3
-0.01,-0.26,-0.49,3
0.00,-0.50,-1.18,3
0.44,-0.91,-3.03,3
0.91,-0.48,-0.99,3
-0.04,-0.53,0.80,3
-0.41,-0.86,1.12,3
0.20,-0.67,0.51,3
0.53,-0.71,-0.93,3
0.50,-0.45,0.12,3
0.11,-0.66,0.07,3
0.24,-0.56,-0.32,3
0.21,-0.57,-0.30,3
-0.07,-0.53,-0.33,3
0.16,-0.34,-0.25,3
0.22,-0.34,-0.34,3
0.33,-0.53,-0.41,3
0.20,-0.70,-0.34,3
0.05,-0.64,0.00,3
0.22,-0.56,-0.13,3
0.25,-0.46,-0.26,3
0.25,-0.42,-0.53,3
0.22,-0.50,-0.11,3
0.23,-0.56,-0.01,3
0.34,-0.43,-0.28,3
0.28,-0.42,-0.31,3
0.16,-0.45,-0.31,3
0.35,-0.42,-0.60,3
0.32,-0.42,-0.30,3
0.18,-0.43,-0.20,3
0.22,-0.53,-0.14,3
0.22,-0.53,-0.21,3
0.05,-0.45,0.06,3
0.04,-0.48,0.20,3
0.27,-0.60,-0.26,3
0.27,-0.47,-0.17,3
0.17,-0.52,-0.14,3
0.22,-0.42,-0.23,3
0.20,-0.46,-0.28,3
-0.01,-0.32,-0.11,3
-0.06,-0.54,-0.14,3
-0.09,-0.41,-0.30,3
0.01,-0.35,-0.28,3
0.02,-0.31,-0.24,3
0.14,-0.31,-0.31,3
0.15,-0.41,-0.14,3
0.25,-0.41,-0.26,3
0.24,-0.41,-0.36,3
0.27,-0.36,-0.21,3
0.24,-0.30,-0.41,3
0.27,-0.30,-0.26,3
0.15,-0.34,-0.28,3
0.16,-0.31,-0.35,3
